-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
-0.62500	0.39062	0.39062	0.39062	0.39062	0.39062	
