-0.62500	0.25000	0.41667	0.58333	0.25000	0.25000	0.25000	
-0.62500	0.25000	0.75000	0.25000	0.25000	0.25000	0.25000	
-0.62500	0.25000	0.41667	0.41667	0.25000	0.25000	0.75000	
-0.62500	0.33333	0.25000	0.41667	0.50000	0.50000	0.25000	
-0.62500	0.41667	0.41667	0.25000	0.25000	0.25000	0.25000	
-0.62500	0.33333	0.41667	0.25000	0.50000	0.50000	0.25000	
-0.62500	0.41667	0.25000	0.41667	0.25000	0.25000	0.25000	
-0.62500	0.41667	0.25000	0.41667	0.25000	0.25000	0.25000	
-0.62500	0.41667	0.25000	0.25000	0.25000	0.25000	0.75000	
-0.62500	0.41667	0.41667	0.25000	0.25000	0.25000	0.25000	
-0.62500	0.25000	0.25000	0.25000	0.75000	0.75000	0.75000	
-0.62500	0.33333	0.41667	0.25000	0.50000	0.50000	0.25000	
-0.62500	0.33333	0.25000	0.41667	0.50000	0.50000	0.25000	
