-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
-0.87500	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.75000	0.83333	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	-0.62500	
