-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
-0.87500	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	0.76562	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	-0.66992	
