energy,volume
-680.36069394, 846.9531064053746
-680.2909296, 830.1817577636796
-679.28373094, 796.6390604803034
-679.80474545, 880.4958036887442
-676.06599661, 754.7106888760752
-678.14203049, 922.424175292987
